Customer Name,Periode,Sales Doc,Sales Item,Material No,Material Desc, Sales Qty , Total Amount 
PT. HJT,January 2022,2100000998,0,NULL,NULL, - , - 
PT. HJT,January 2022,2100000426,20,CPLF,Finished Coil Plate, 17 ," 21,595 "
FSC,January 2022,1200000004,780,PLTF,Finished Baby Plate, 2 , - 
TCP,January 2022,2900000062,40,CTSF,Finished Plate Cut to Shape, 42 , 6 
PT. BM,January 2022,2350000000,40,C_WHGF,Finished Heavy Galvanised Wire - Tolling, 30 ," 75,735 "
PT. HJT,January 2022,2100000827,30,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 10 ," 162,227 "
PT. HJT,January 2022,2100001225,70,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 16 ," 157,771 "
PT. BBM,January 2022,2100000681,20,CPLF,Finished Coil Plate, 360 ," 545,072 "
PT. HJT,January 2022,2100000422,60,CPLF-0000000016,CPLF-ASTM A 36 8.8x1200x2400, 5 ," 15,460 "
PT. SRM,January 2022,2100001302,10,CPLF,Finished Coil Plate," 1,000 "," 660,146 "
PT. HJT,January 2022,2100001419,20,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 6 ," 43,970 "
TCP,January 2022,2900000087,50,WBMF,Finished Welded Beam, 2 , 8 
PT. BBM,January 2022,2100000682,40,CPLF,Finished Coil Plate, 675 ," 3,953,055 "
PT. HJT,January 2022,2100001043,10,RBMF-0000000006,IWF-JIS G 3101 SS 400 396x199x12000, 17 ," 208,931 "
OSP,January 2022,2900000076,10,PLTF,Finished Baby Plate, 20 , 22 
PT. IB,January 2022,2100000920,60,CPLF-0000000014,CPLF-ASTM A 36 7.7x1200x2400, 983 ," 2,518,602 "
FSC,January 2022,1000000077,20,HRCF,Finished Hot Rolled Coil, 500 ," 5,944,636 "
PT. APS,January 2022,2100001340,10,PLTF,Finished Baby Plate, 33 ," 799,748 "
FSC,January 2022,1200000003,260,EPBF,Finished ERW Pipe, 129 , - 
PT. IB,January 2022,2100001421,350,EPBF-0000000073,"JIS G 3445 STKM 11A 4""(114.3)x2.5x6000", 613 ," 402,116 "
O&C,January 2022,2900000090,660,WBMF,Finished Welded Beam, 2 , 1 
FSC,January 2022,1200000019,1960,PLTF,Finished Baby Plate," 2,152 ", - 
PT. HJT,January 2022,2100000394,10,CPLF,Finished Coil Plate, 17 ," 12,529 "
PT. HJT,January 2022,2100001268,30,RBFF,Finished Rolled Beam Fabricated, 2 ," 21,444 "
O&C,January 2022,2900000100,100,CTSF,Finished Plate Cut to Shape, 4 , 1 
PT. HJT,January 2022,2100001244,50,RBFF,Finished Rolled Beam Fabricated, 15 ," 258,928 "
O&C,January 2022,2900000100,240,CTSF,Finished Plate Cut to Shape, 1 , 1 
PT. HJT,January 2022,2100001424,10,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 100 ," 418,187 "
PT. HJT,January 2022,2100000615,30,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 15 ," 87,808 "
PT. HJT,January 2022,2100000429,50,HRCF-0000000171,HRCF-JIS G 3131 SPHC 3x1200," 56,810 "," 886,346 "
PT. HJT,January 2022,2100001172,120,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 5 ," 68,139 "
PT. HJT,January 2022,2100001222,20,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 14 ," 197,149 "
FSC,January 2022,1200000025,10,CPLF,Finished Coil Plate," 24,035 ", - 
CAM,January 2022,1000000049,40,CTSF,Finished Plate Cut to Shape, 10 ," 1,502 "
FSC,January 2022,1200000006,720,PLTF,Finished Baby Plate," 8,052 ", - 
PT. SAS,January 2022,2100001283,30,PLTF,Finished Baby Plate, 6 ," 262,946 "
FSC,January 2022,1200000026,670,PLTF,Finished Baby Plate," 17,479 ", - 
FSC,January 2022,1200000006,560,PLTF,Finished Baby Plate, 708 , - 
PT. HJT,January 2022,2100001296,20,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 10 ," 150,486 "
PT. HJT,January 2022,2100000569,10,HRCF,Finished Hot Rolled Coil," 155,000 "," 2,613,713 "
PT. HJT,January 2022,2100000371,40,EPBF-0000000028,"JIS G 3445 STKM 11A 11/2""(48.3)x2.2x6000"," 1,000 "," 201,849 "
PT. HJT,January 2022,2100000419,10,CRCF,Finished Cold Rolled Coil," 14,045 "," 246,627 "
CV. MM,January 2022,2100000934,60,CPLF,Finished Coil Plate, 148 ," 272,707 "
PT. HJT,January 2022,2100001029,10,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 15 ," 151,700 "
PT. HJT,January 2022,2100001258,10,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 44 ," 619,610 "
FSC,January 2022,1200000006,90,PLTF,Finished Baby Plate," 47,475 ", - 
FSC,January 2022,1200000019,1370,PLTF,Finished Baby Plate, 288 , - 
FSC,January 2022,1200000000,370,RBFF,Finished Rolled Beam Fabricated, 2 , - 
FSC,January 2022,1200000006,230,PLTF,Finished Baby Plate," 39,950 ", - 
PT. HJT,January 2022,2100001361,40,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 4 ," 78,305 "
PT. TII,January 2022,2100000575,50,PLTF,Finished Baby Plate, 1 ," 101,027 "
PT. HJT,January 2022,2100001002,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 13 ," 51,391 "
PT. HJT,January 2022,2100000449,50,CPLF,Finished Coil Plate, 1 ," 1,093 "
PT. HJT,January 2022,2100001335,50,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 6 ," 99,648 "
PT. IB,January 2022,2100000875,150,CPLF-0000000011,CPLF-ASTM A 36 4.8x1200x2400, 351 ," 576,138 "
PT. HJT,January 2022,2100000467,50,CPLF-0000000001,CPLF-ASTM A 36 2x1200x2400, 135 ," 101,583 "
PT. HJT,January 2022,2100000975,20,RBFF,Finished Rolled Beam Fabricated, 3 ," 30,234 "
PT. TJ,January 2022,2100001087,60,HRCF,Finished Hot Rolled Coil," 100,000 "," 1,406,325 "
PSC,January 2022,1000000065,40,PLTF,Finished Baby Plate, 1 ," 40,957 "
PSC,January 2022,1000000065,90,PLTF,Finished Baby Plate, 1 ," 60,041 "
TCP,January 2022,2900000073,50,PLTF,Finished Baby Plate, 2 , 7 
OSP,January 2022,2900000103,20,WBMF,Finished Welded Beam, 2 , 8 
PT. HJT,January 2022,2100001249,50,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 2 ," 39,153 "
PT. HJT,January 2022,2100001381,30,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 42 ," 313,905 "
O&C,January 2022,2900000100,130,CTSF,Finished Plate Cut to Shape, 1 , 1 
PT. HJT,January 2022,2100001375,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 11 ," 219,113 "
PT. PLM,January 2022,2100000606,20,PLTF,Finished Baby Plate, 20 ," 591,137 "
PT. BBM,January 2022,2100000581,70,PLTF,Finished Baby Plate, 38 ," 736,429 "
PT. SJS,January 2022,2100000650,40,CPLF,Finished Coil Plate," 1,100 "," 1,457,416 "
PT. HJT,January 2022,2100001398,30,RBFF,Finished Rolled Beam Fabricated, 16 ," 67,839 "
FSC,January 2022,1200000028,1400,BSBS,SFG - Baby Slab," 4,012 ", - 
FSC,January 2022,1200000006,940,PLTF,Finished Baby Plate," 22,256 ", - 
FSC,January 2022,1200000015,1730,PLTF,Finished Baby Plate," 12,390 ", - 
PT. HJT,January 2022,2100001152,60,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 50 ," 141,063 "
PT. HJT,January 2022,2100000992,30,CRCF,Finished Cold Rolled Coil," 50,000 "," 769,343 "
PT. BBM,January 2022,2100000990,20,CNPF-0000000027,CNP-JIS G 3131 SPHC 150x65x20x3x6000, 300 ," 195,813 "
PSC,January 2022,1000000066,30,PLTF,Finished Baby Plate, 4 ," 129,579 "
PT. HJT,January 2022,2100000926,10,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 4 ," 39,141 "
FSC,January 2022,1200000022,2870,PLTF,Finished Baby Plate," 15,705 ", - 
PT. HJT,January 2022,2100001237,10,UL-RBMF-0000005,HB-JIS G 3101 SS 400 100x100x12000-UL, 10 ," 33,352 "
PT. DHJ,January 2022,2100001276,30,EPBF,Finished ERW Pipe," 15,000 "," 12,016,485 "
PT. HJT,January 2022,2100000711,30,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 5 ," 33,119 "
PT. HJT,January 2022,2100000738,10,UL-RBMF-0000004,HB-JIS G 3101 SS 400 125x125x12000-UL, 25 ," 120,340 "
PT. TJ,January 2022,2100000690,30,PLTF,Finished Baby Plate, 227 ," 2,669,913 "
PT. HJT,January 2022,2100000838,20,UL-RBMF-0000004,HB-JIS G 3101 SS 400 125x125x12000-UL, 1 ," 4,814 "
PT. HJT,January 2022,2100000422,10,PLTF,Finished Baby Plate, 2 ," 13,403 "
FSC,January 2022,1200000015,1170,PLTF,Finished Baby Plate," 31,500 ", - 
PT. HJT,January 2022,2100001306,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 4 ," 116,126 "
FSC,January 2022,1200000006,70,PLTF,Finished Baby Plate," 25,515 ", - 
FSC,January 2022,1200000004,80,HRCF,Finished Hot Rolled Coil, 3 , - 
PSC,January 2022,1000000061,50,PLTF,Finished Baby Plate, 1 ," 54,396 "
PT. PNS,January 2022,2100000646,30,CPLF-0000000006,CPLF-ASTM A 36 3x1200x2400, 280 ," 283,515 "
CV. TSK,January 2022,2100001391,10,CPLF,Finished Coil Plate, 220 ," 536,230 "
FSC,January 2022,1200000006,2230,PLTF,Finished Baby Plate," 8,760 ", - 
O&C,January 2022,2900000036,10,WBMF,Finished Welded Beam, 32 , 37 
PT. IB,January 2022,2100000875,70,CPLF,Finished Coil Plate, 350 ," 690,450 "
PT. HJT,January 2022,2100000952,30,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 55 ," 231,789 "
PT. ADP,January 2022,2100000417,70,HRCF,Finished Hot Rolled Coil," 164,900 "," 2,568,482 "
PT. HJT,January 2022,2100000551,60,CPLF,Finished Coil Plate, 4 ," 11,981 "
PT. HJT,January 2022,2100000497,10,CPLF-0000000032,CPLF-ASTM A 36 6x1524x6096, 34 ," 234,890 "
PT. HJT,January 2022,2100000365,20,RBFF,Finished Rolled Beam Fabricated, 4 ," 5,957 "
OSP,January 2022,2900000042,90,PLTF,Finished Baby Plate, 6 , 18 
PT. HJT,January 2022,2100001109,60,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 25 ," 95,299 "
FSC,January 2022,1200000004,280,HRCF,Finished Hot Rolled Coil, 1 , - 
PT. HJT,January 2022,2100000851,110,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 30 ," 173,972 "
PT. HJT,January 2022,2100000742,30,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 20 ," 84,202 "
PT. HJT,January 2022,2100001178,10,RBMF-0000000002,IWF-JIS G 3101 SS 400 588x300x12000, 20 ," 569,611 "
ATP,January 2022,2900000040,50,PLTF,Finished Baby Plate, 10 , 9 
PT. BBM,January 2022,2100001394,260,EPBF-0000000076,"JIS G 3445 STKM 11A 4""(114.3)x3x6000", 35 ," 27,332 "
PT. HJT,January 2022,2100001153,90,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 40 ," 107,476 "
PT. HJT,January 2022,2100001231,30,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 4 ," 79,678 "
PT. JGA,January 2022,2100000624,30,CNPF,Finished Lipped Channel, 600 ," 514,187 "
FSC,January 2022,1200000026,790,PLTF,Finished Baby Plate," 1,948 ", - 
TCP,January 2022,2900000078,90,PLTF,Finished Baby Plate, 10 , 23 
FSC,January 2022,1200000000,910,RAFF,Finished Rolled Angle Fabricated, 12 , - 
TCP,January 2022,2900000078,70,PLTF,Finished Baby Plate, 4 , 4 
PT. HJT,January 2022,2100001101,30,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,008 "
PT. HJT,January 2022,2100000546,30,HRCF,Finished Hot Rolled Coil," 239,000 "," 3,980,617 "
PT. HJT,January 2022,2100001167,40,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 5 ," 96,044 "
PT. HJT,January 2022,2100000785,70,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 10 ," 166,684 "
PT. HJT,January 2022,2100000360,20,EPBF-0000000080,"JIS G 3445 STKM 11A 4""(114.3)x4x6000", 480 ," 351,019 "
FS,January 2022,1000000017,390,CTSF,Finished Plate Cut to Shape, 3 , 452 
PT. BBM,January 2022,2100001394,170,EPBF-0000000077,"JIS G 3445 STKM 11A 4""(114.3)x3.2x6000", 200 ," 164,802 "
PT. GC,January 2022,2100001220,10,PLTF,Finished Baby Plate, 8 ," 140,535 "
PT. HJT,January 2022,2100000547,100,HRCF,Finished Hot Rolled Coil," 3,610 "," 60,126 "
PT. HJT,January 2022,2100001348,60,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 6 ," 33,620 "
PT. HJT,January 2022,2100001001,70,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 7 ," 52,351 "
FSC,January 2022,1200000015,430,PLTF,Finished Baby Plate," 47,047 ", - 
PT. HJT,January 2022,2100000521,10,PLTF-0000000009,PLTF-ASTM A 36 29.7x1200x2400, 13 ," 139,992 "
PT. HJT,January 2022,2100001398,10,RBFF,Finished Rolled Beam Fabricated, 156 ," 788,330 "
PT. HJT,January 2022,2100001131,70,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 8 ," 59,791 "
OSP,January 2022,2900000106,910,WBMF,Finished Welded Beam, 2 , 3 
PT. HJT,January 2022,2100000892,60,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 5 ," 80,525 "
PT. HJT,January 2022,2100000424,20,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 4 ," 74,651 "
PT. HJT,January 2022,2100000541,30,CPLF-0000000005,CPLF-ASTM A 36 2.8x1200x2400, 74 ," 75,590 "
OSP,January 2022,2900000053,110,PLTF,Finished Baby Plate, 25 , 24 
TCP,January 2022,2900000068,10,WBMF,Finished Welded Beam, 4 , 16 
PT. SPA,January 2022,2100001083,40,RBMF-0000000021,HB-JIS G 3101 SS 400 200x200x12000, 11 ," 107,925 "
PT. HJT,January 2022,2100001002,60,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 32 ," 226,742 "
O&C,January 2022,2900000038,60,WBMF,Finished Welded Beam, 2 , 2 
PT. HJT,January 2022,2100001117,80,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 45 ," 260,958 "
PT. ADP,January 2022,2100000509,100,HRCF,Finished Hot Rolled Coil," 80,000 "," 1,183,600 "
PT. HJT,January 2022,2100000796,40,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 50 ," 292,401 "
PT. CAM,January 2022,2100000668,30,CPLF-0000000006,CPLF-ASTM A 36 3x1200x2400, 560 ," 573,331 "
FS,January 2022,1000000046,30,RBFF,Finished Rolled Beam Fabricated, 2 , 629 
PT. WI,January 2022,2100001344,20,EPBF-0000000026,"JIS G 3445 STKM 11A 11/4""(42.2)x3.4x6000", 100 ," 33,803 "
PT. IB,January 2022,2100000876,160,CPLF,Finished Coil Plate, 285 ," 1,714,049 "
PT. HJT,January 2022,2100001202,10,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 6 ," 34,771 "
FSC,January 2022,1200000015,30,HRCF,Finished Hot Rolled Coil," 22,810 ", - 
FSC,January 2022,1200000000,930,RAFF,Finished Rolled Angle Fabricated, 2 , - 
PT. B,January 2022,2100001282,130,PLTF,Finished Baby Plate, 1 ," 81,545 "
FSC,January 2022,1200000028,2240,BSBS,SFG - Baby Slab," 9,041 ", - 
PT. HJT,January 2022,2100001418,20,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,826 "
PT. HJT,January 2022,2100001195,60,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 1 ," 16,608 "
CV. MM,January 2022,2100000645,200,CPLF,Finished Coil Plate, 5 ," 5,712 "
PT. HJT,January 2022,2100001285,40,RBMF-0000000021,HB-JIS G 3101 SS 400 200x200x12000, 11 ," 108,361 "
FSC,January 2022,1200000015,1370,PLTF,Finished Baby Plate," 30,048 ", - 
PT. WS,January 2022,2100000713,20,C_WHGF,Finished Heavy Galvanised Wire - Tolling, 100 ," 165,450 "
FSC,January 2022,1200000015,1190,PLTF,Finished Baby Plate," 2,100 ", - 
PT. HJT,January 2022,2100000891,30,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 7 ," 100,348 "
PT. HJT,January 2022,2100001399,40,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 8 ," 111,189 "
PT. HJT,January 2022,2100000787,50,RBFF,Finished Rolled Beam Fabricated, 10 ," 162,320 "
PT. HJT,January 2022,2100000758,10,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 60 ," 849,116 "
PT. HJT,January 2022,2100000801,30,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 11 ," 46,001 "
PT. HJT,January 2022,2100000772,20,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 27 ," 156,575 "
PT. DHJ,January 2022,2100000817,10,EGMF-1000000003,EGM-JIS G 3131 SPHC 50080x5x2400, 102 ," 76,345 "
PT. HJT,January 2022,2100001231,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 100 ," 404,069 "
PT. HJT,January 2022,2100001331,50,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 43 ," 242,878 "
PT. HJT,January 2022,2100000992,20,CRCF,Finished Cold Rolled Coil," 50,000 "," 774,858 "
PT. IB,January 2022,2100000803,80,CNPF-0000000007,CNP-JIS G 3131 SPHC 100x50x20x3x6000, 454 ," 229,228 "
FSC,January 2022,1200000004,820,PLTF,Finished Baby Plate, 2 , - 
FSC,January 2022,1200000019,2110,PLTF,Finished Baby Plate," 16,614 ", - 
P,January 2022,2100000970,20,EPBF-0000000076,"JIS G 3445 STKM 11A 4""(114.3)x3x6000", 250 ," 213,909 "
FSC,January 2022,1200000000,340,RBFF,Finished Rolled Beam Fabricated, 5 , - 
FSC,January 2022,1200000000,650,RBMF,Finished Rolled Beam, 4 , - 
PT. HJT,January 2022,2100000852,30,RBMF-0000000001,IWF-JIS G 3101 SS 400 600x200x12000, 25 ," 610,312 "
PT. IB,January 2022,2100000876,110,CPLF,Finished Coil Plate, 422 ," 566,798 "
PT. HJT,January 2022,2100000736,100,RBMF-0000000003,IWF-JIS G 3101 SS 400 500x200x12000, 10 ," 197,245 "
PT. HJT,January 2022,2100000548,240,CPLF,Finished Coil Plate, 4 ," 8,660 "
O&C,January 2022,2900000037,600,WBMF,Finished Welded Beam, 3 , 3 
PT. HJT,January 2022,2100001349,30,RBMF-0000000018,HB-JIS G 3101 SS 400 350x350x12000, 2 ," 58,063 "
O&C,January 2022,2900000066,10,PLTF,Finished Baby Plate, 35 , 35 
PT. HJT,January 2022,2100001289,10,RBMF-0000000019,HB-JIS G 3101 SS 400 300x300x12000, 1 ," 20,541 "
OSP,January 2022,2900000042,20,PLTF,Finished Baby Plate, 11 , 16 
FSC,January 2022,1200000006,2210,PLTF,Finished Baby Plate," 6,906 ", - 
PT. HJT,January 2022,2100000738,90,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 16 ," 229,366 "
YDB,January 2022,2100001155,20,WBMF,Finished Welded Beam, 25 ," 1,643,922 "
FSC,January 2022,1200000019,1930,PLTF,Finished Baby Plate," 4,788 ", - 
FSC,January 2022,1200000026,750,PLTF,Finished Baby Plate," 3,768 ", - 
PT. HJT,January 2022,2100000972,150,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 1 ," 2,744 "
O&C,January 2022,2900000090,930,WBMF,Finished Welded Beam, 15 , 17 
FSC,January 2022,1200000019,1470,PLTF,Finished Baby Plate," 4,740 ", - 
PT. HJT,January 2022,2100001049,60,UL-RBMF-0000002,IWF-JIS G 3101 SS 400 150x75x12000-UL, 40 ," 107,476 "
FSC,January 2022,1200000004,1080,PLTF,Finished Baby Plate, 3 , - 
PT. HJT,January 2022,2100000527,20,CPLF-0000000013,CPLF-ASTM A 36 5.8x1200x2400, 145 ," 307,987 "
TCP,January 2022,2900000054,80,PLTF,Finished Baby Plate, 4 , 4 
PT. HJT,January 2022,2100001200,10,CRCF,Finished Cold Rolled Coil," 17,790 "," 324,750 "
PT. WSJ,January 2022,2100000628,20,CPLF-0000000014,CPLF-ASTM A 36 7.7x1200x2400, 330 ," 855,013 "
PT. PTM,January 2022,2100001219,10,PLTF,Finished Baby Plate, 42 ," 473,936 "
FSC,January 2022,1200000014,710,CPLF,Finished Coil Plate," 19,440 ", - 
O&C,January 2022,2900000090,860,WBMF,Finished Welded Beam, 2 , 3 
FSC,January 2022,1200000006,1290,PLTF,Finished Baby Plate," 8,475 ", - 
O&C,January 2022,2900000090,590,WBMF,Finished Welded Beam, 2 , 1 
PT. HJT,January 2022,2100001172,80,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 3 ," 28,745 "
PT. JBP,January 2022,2100001100,40,CNPF,Finished Lipped Channel, 16 ," 13,942 "
PT. HJT,January 2022,2100001172,70,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 2 ," 19,164 "
PT. HJT,January 2022,2100000905,100,RBFF,Finished Rolled Beam Fabricated, 2 , 213 
FSC,January 2022,1200000006,1930,PLTF,Finished Baby Plate," 4,788 ", - 
PT. HJT,January 2022,2100000857,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 43 ," 176,056 "
PT. HJT,January 2022,2100000736,20,UL-RBMF-0000003,HB-JIS G 3101 SS 400 150x150x12000-UL, 30 ," 191,845 "
PT. HJT,January 2022,2100001045,80,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 9 ," 52,192 "
PT. TJ,January 2022,2100000689,10,CPLF,Finished Coil Plate, 429 ," 3,252,498 "
PT. HJT,January 2022,2100001169,10,RBFF,Finished Rolled Beam Fabricated, 68 ," 538,048 "
FSC,January 2022,1200000028,1380,BSBS,SFG - Baby Slab," 4,367 ", - 
PT. HJT,January 2022,2100000333,20,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 1 ," 4,377 "
PT. HJT,January 2022,2100001177,20,RBFF,Finished Rolled Beam Fabricated, 1 ," 10,534 "
PT. ADP,January 2022,2100001266,30,PLTF,Finished Baby Plate, 17 ," 601,869 "
PT. HJT,January 2022,2100000412,40,HRCF-0000000225,HRCF-JIS G 3101 SS 400 3.6x1200," 18,330 "," 265,786 "
PT. HJT,January 2022,2100001211,10,RBMF-0000000020,HB-JIS G 3101 SS 400 250x250x12000, 15 ," 225,728 "
O&C,January 2022,2900000090,1030,WBMF,Finished Welded Beam, 4 , 13 
PT. HJT,January 2022,2100000851,140,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 5 ," 71,677 "
PT. HJT,January 2022,2100001342,180,RBMF-0000000005,IWF-JIS G 3101 SS 400 400x200x12000, 36 ," 534,629 "
TCP,January 2022,2900000054,220,PLTF,Finished Baby Plate, 4 , 7 
ATP,January 2022,2900000012,10,PLTF,Finished Baby Plate, 39 , 212 
ATP,January 2022,2900000012,80,PLTF,Finished Baby Plate, 78 , 343 
O&C,January 2022,2900000037,900,WBMF,Finished Welded Beam, 2 , 2 
PT. ESA,January 2022,2100000841,10,PLTF,Finished Baby Plate, 40 ," 406,597 "
PT. HJT,January 2022,2100001182,40,RBMF-0000000011,IWF-JIS G 3101 SS 400 250x125x12000, 19 ," 110,182 "
PT. DHJ,January 2022,2100000667,10,EGMF-1000000003,EGM-JIS G 3131 SPHC 50080x5x2400, 110 ," 82,747 "
PT. BBM,January 2022,2100000681,40,CPLF,Finished Coil Plate, 440 ," 1,080,905 "
PT. HJT,January 2022,2100000914,80,RBMF-0000000001,IWF-JIS G 3101 SS 400 600x200x12000, 20 ," 491,336 "
PT. HJT,January 2022,2100000782,30,RBMF-0000000004,IWF-JIS G 3101 SS 400 450x200x12000, 30 ," 505,030 "
FSC,January 2022,1200000000,660,RBFF,Finished Rolled Beam Fabricated, 73 , - 
PT. BBM,January 2022,2100000938,60,CNPF-0000000015,CNP-JIS G 3131 SPHC 150x50x20x2x6000, 800 ," 324,732 "
PT. HJT,January 2022,2100000438,40,CPLF,Finished Coil Plate, 214 ," 221,499 "
PT. HJT,January 2022,2100000895,40,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 11 ," 45,038 "
PT. HJT,January 2022,2100001417,20,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 60 ," 437,807 "
PT. HJT,January 2022,2100000396,30,EPBF,Finished ERW Pipe, 412 ," 330,053 "
PT. HJT,January 2022,2100000527,10,CPLF-0000000011,CPLF-ASTM A 36 4.8x1200x2400, 175 ," 309,284 "
O&C,January 2022,2900000100,350,CTSF,Finished Plate Cut to Shape, 1 , 2 
FSC,January 2022,1200000028,1410,BSBS,SFG - Baby Slab," 3,928 ", - 
FSC,January 2022,1200000022,2500,PLTF,Finished Baby Plate," 55,552 ", - 
PT. BBM,January 2022,2100001394,100,EPBF-0000000019,"JIS G 3445 STKM 11A 11/4""(42.2)x2.2x6000", 72 ," 14,890 "
PT. SJS,January 2022,2100000652,30,CPLF,Finished Coil Plate, 440 ," 1,421,745 "
FSC,January 2022,1200000000,540,RBFF,Finished Rolled Beam Fabricated, 1 , - 
PT. HJT,January 2022,2100001285,20,RBMF-0000000013,IWF-JIS G 3101 SS 400 200x100x12000, 60 ," 242,441 "
PT. HJT,January 2022,2100000880,30,RBMF-0000000010,IWF-JIS G 3101 SS 400 298x149x12000, 23 ," 150,120 "
PT. HJT,January 2022,2100000514,20,CPLF,Finished Coil Plate, 340 ," 618,708 "
FSC,January 2022,1200000022,3060,PLTF,Finished Baby Plate," 39,952 ", - 
SMS,January 2022,1000000007,10,FPLF,Finished Plate Bar," 4,083 "," 2,813,348 "
PT. HJT,January 2022,2100000677,20,CRCF,Finished Cold Rolled Coil," 33,765 "," 579,125 "
PT. HJT,January 2022,2100000756,50,RBMF-0000000007,IWF-JIS G 3101 SS 400 350x175x12000, 4 ," 40,716 "
PT. HJT,January 2022,2100001159,10,RBFF,Finished Rolled Beam Fabricated, 20 ," 61,375 "
PSC,January 2022,1000000066,10,PLTF,Finished Baby Plate, 4 ," 102,223 "
CV. MM,January 2022,2100000645,50,CPLF,Finished Coil Plate, 252 ," 287,865 "
PT. HJT,January 2022,2100000857,60,RBMF-0000000009,IWF-JIS G 3101 SS 400 300x150x12000, 27 ," 197,865 "
PT. HJT,January 2022,2100001142,10,RBFF,Finished Rolled Beam Fabricated, 1 ," 2,171 "
